epoch,strategy,arm,current reward,cumulative reward,optimal
1,Epsilon Greedy,0,26.086573366922412,26.086573366922412,False
2,Epsilon Greedy,1,94.60536107451469,120.6919344414371,False
3,Epsilon Greedy,8,79.64344183979719,200.3353762812343,False
4,Epsilon Greedy,9,133.94378571871766,334.27916199995195,False
5,Epsilon Greedy,3,127.86348726461485,462.1426492645668,False
6,Epsilon Greedy,9,132.21252377318748,594.3551730377543,False
7,Epsilon Greedy,9,133.6041523777379,727.9593254154922,False
8,Epsilon Greedy,7,9.210049791538856,737.1693752070311,False
9,Epsilon Greedy,5,8.562435944855386,745.7318111518864,False
10,Epsilon Greedy,9,131.78189591050216,877.5137070623886,False
11,Epsilon Greedy,7,8.69445909180195,886.2081661541905,False
12,Epsilon Greedy,9,134.96896099545467,1021.1771271496452,False
13,Epsilon Greedy,1,92.90473082039476,1114.08185797004,False
14,Epsilon Greedy,1,91.2674592342434,1205.3493172042834,False
15,Epsilon Greedy,8,78.7055453524239,1284.0548625567073,False
16,Epsilon Greedy,9,135.345823495383,1419.4006860520904,False
17,Epsilon Greedy,7,8.74796224686416,1428.1486482989544,False
18,Epsilon Greedy,8,77.35524668037725,1505.5038949793316,False
19,Epsilon Greedy,9,132.3285625031789,1637.8324574825106,False
20,Epsilon Greedy,9,134.1960215911039,1772.0284790736146,False
21,Epsilon Greedy,9,134.935094698587,1906.9635737722015,False
22,Epsilon Greedy,4,161.61797004689532,2068.5815438190966,True
23,Epsilon Greedy,7,7.783092860835041,2076.3646366799317,False
24,Epsilon Greedy,4,160.76455823666964,2237.129194916601,True
25,Epsilon Greedy,6,150.6332452981699,2387.7624402147712,False
26,Epsilon Greedy,4,161.24854392651585,2549.0109841412873,True
27,Epsilon Greedy,4,162.04493866824768,2711.055922809535,True
28,Epsilon Greedy,5,9.17711539987966,2720.2330382094146,False
29,Epsilon Greedy,4,162.60314658022895,2882.8361847896435,True
30,Epsilon Greedy,2,11.302387170330505,2894.138571959974,False
31,Epsilon Greedy,2,10.683101763382826,2904.8216737233565,False
32,Epsilon Greedy,4,160.947706594554,3065.7693803179104,True
33,Epsilon Greedy,9,133.041159226653,3198.8105395445637,False
34,Epsilon Greedy,5,8.792719153553636,3207.6032586981173,False
35,Epsilon Greedy,7,5.8941807945652265,3213.4974394926826,False
36,Epsilon Greedy,8,77.3934577701162,3290.8908972627987,False
37,Epsilon Greedy,8,79.73761431564179,3370.6285115784403,False
38,Epsilon Greedy,4,162.4620738988273,3533.0905854772677,True
39,Epsilon Greedy,6,153.13229074034146,3686.222876217609,False
40,Epsilon Greedy,6,150.36594834057294,3836.5888245581823,False
41,Epsilon Greedy,2,11.533789768224366,3848.1226143264066,False
