epoch,strategy,arm,current reward,cumulative reward,optimal
38,Epsilon Greedy,8,35.412820113594385,5804.8376887702525,False
39,Epsilon Greedy,3,179.63500220679455,5984.472690977047,True
40,Epsilon Greedy,3,179.10146470374735,6163.574155680794,True
41,Epsilon Greedy,3,178.79708817836755,6342.371243859162,True
42,Epsilon Greedy,3,179.93824143412462,6522.309485293286,True
43,Epsilon Greedy,8,33.86803877382843,6556.177524067115,False
44,Epsilon Greedy,3,179.34906128275287,6735.526585349868,True
45,Epsilon Greedy,3,177.9598153253323,6913.4864006752,True
46,Epsilon Greedy,3,179.21630717209774,7092.7027078472975,True
47,Epsilon Greedy,1,100.63563490975719,7193.338342757054,False
48,Epsilon Greedy,3,179.1835553936881,7372.521898150742,True
49,Epsilon Greedy,3,180.56332346586223,7553.085221616605,True
50,Epsilon Greedy,3,180.38441423825708,7733.469635854862,True
51,Epsilon Greedy,3,179.21439240195198,7912.684028256814,True
52,Epsilon Greedy,3,180.36291135965456,8093.046939616468,True
53,Epsilon Greedy,3,179.099760257656,8272.146699874123,True
54,Epsilon Greedy,3,179.88532120589286,8452.032021080016,True
55,Epsilon Greedy,3,178.17254344722826,8630.204564527245,True
56,Epsilon Greedy,3,180.69264462711922,8810.897209154364,True
57,Epsilon Greedy,4,140.44847723171634,8951.34568638608,False
58,Epsilon Greedy,7,45.58627812015882,8996.931964506239,False
59,Epsilon Greedy,3,177.392338094779,9174.324302601017,True
60,Epsilon Greedy,3,181.28821172692417,9355.61251432794,True
61,Epsilon Greedy,3,178.7700283469072,9534.382542674848,True
62,Epsilon Greedy,3,178.68587197424213,9713.06841464909,True
63,Epsilon Greedy,1,99.98216718698937,9813.050581836078,False
64,Epsilon Greedy,3,180.7489131843672,9993.799495020445,True
65,Epsilon Greedy,3,178.48423097067288,10172.283725991118,True
66,Epsilon Greedy,3,180.13744955716592,10352.421175548283,True
67,Epsilon Greedy,3,180.91168518209324,10533.332860730376,True
68,Epsilon Greedy,3,179.02149397918865,10712.354354709565,True
69,Epsilon Greedy,2,104.0549353841725,10816.409290093738,False
70,Epsilon Greedy,5,143.81723749902545,10960.226527592764,False
71,Epsilon Greedy,0,128.6057891498602,11088.832316742624,False
72,Epsilon Greedy,3,179.37290345169183,11268.205220194315,True
73,Epsilon Greedy,3,178.55879842224815,11446.764018616563,True
74,Epsilon Greedy,3,179.4474196932193,11626.211438309781,True
75,Epsilon Greedy,3,178.10049712160244,11804.311935431384,True
76,Epsilon Greedy,4,141.40906100790795,11945.720996439291,False
77,Epsilon Greedy,3,179.34736778556456,12125.068364224857,True
78,Epsilon Greedy,5,143.467945578146,12268.536309803003,False
79,Epsilon Greedy,3,178.24332813422518,12446.779637937228,True
80,Epsilon Greedy,3,180.16369986745684,12626.943337804685,True
81,Epsilon Greedy,3,179.03541622827495,12805.97875403296,True
82,Epsilon Greedy,3,178.73667863952437,12984.715432672485,True
83,Epsilon Greedy,3,180.0858481206343,13164.801280793119,True
84,Epsilon Greedy,8,33.83004474860529,13198.631325541724,False
85,Epsilon Greedy,3,179.92317416606036,13378.554499707785,True
86,Epsilon Greedy,3,179.66836862084207,13558.222868328627,True
87,Epsilon Greedy,3,180.16885178872184,13738.391720117348,True
88,Epsilon Greedy,6,143.62436787834193,13882.01608799569,False
89,Epsilon Greedy,3,177.85213888044441,14059.868226876133,True
90,Epsilon Greedy,3,180.60988818128732,14240.47811505742,True
91,Epsilon Greedy,1,101.8179802871747,14342.296095344595,False
92,Epsilon Greedy,3,180.0425203094,14522.338615653995,True
93,Epsilon Greedy,0,130.35213750199293,14652.690753155988,False
94,Epsilon Greedy,3,180.9289519807031,14833.61970513669,True
95,Epsilon Greedy,3,177.87567247117454,15011.495377607866,True
96,Epsilon Greedy,7,43.71742650194378,15055.21280410981,False
97,Epsilon Greedy,3,179.47676322369261,15234.689567333502,True
98,Epsilon Greedy,7,44.996337589337685,15279.68590492284,False
99,Epsilon Greedy,9,91.81122999993568,15371.497134922776,False
100,Epsilon Greedy,3,179.08692225395367,15550.58405717673,True
