epoch,strategy,arm,current reward,cumulative reward,optimal
1,Epsilon Greedy,0,51.380901182116105,51.380901182116105,False
2,Epsilon Greedy,0,55.49250429330441,106.87340547542051,False
3,Epsilon Greedy,5,62.17393578487777,169.04734126029828,False
4,Epsilon Greedy,4,0.7111532726127863,169.75849453291107,False
5,Epsilon Greedy,1,10.922960743445888,180.68145527635696,False
6,Epsilon Greedy,5,64.23110584437033,244.91256112072728,False
7,Epsilon Greedy,1,11.093697231851609,256.00625835257887,False
8,Epsilon Greedy,0,53.404819027313955,309.41107737989284,False
9,Epsilon Greedy,5,63.775142481280994,373.18621986117387,False
10,Epsilon Greedy,5,62.198878322329605,435.3850981835035,False
11,Epsilon Greedy,4,0.6845321601759969,436.0696303436795,False
12,Epsilon Greedy,7,93.37230392728229,529.4419342709617,False
13,Epsilon Greedy,6,147.247902707664,676.6898369786257,False
14,Epsilon Greedy,5,63.66624436237505,740.3560813410008,False
15,Epsilon Greedy,8,134.77675468848366,875.1328360294845,False
16,Epsilon Greedy,2,180.671553496585,1055.8043895260694,True
17,Epsilon Greedy,4,1.3365044658721394,1057.1408939919415,False
18,Epsilon Greedy,0,53.74385506599981,1110.8847490579415,False
19,Epsilon Greedy,2,178.3729462840047,1289.2576953419461,True
20,Epsilon Greedy,0,53.79258737597667,1343.0502827179228,False
21,Epsilon Greedy,4,1.9562979186481009,1345.0065806365708,False
22,Epsilon Greedy,5,65.08245483866423,1410.089035475235,False
23,Epsilon Greedy,9,100.06221430199685,1510.151249777232,False
24,Epsilon Greedy,1,12.043749350627074,1522.1949991278589,False
25,Epsilon Greedy,8,133.45307764069898,1655.6480767685578,False
26,Epsilon Greedy,2,180.63178913145433,1836.279865900012,True
27,Epsilon Greedy,3,163.21117401140197,1999.491039911414,False
28,Epsilon Greedy,2,179.6538879299375,2179.1449278413515,True
29,Epsilon Greedy,2,178.68730229517743,2357.832230136529,True
30,Epsilon Greedy,2,178.44925779145794,2536.2814879279867,True
31,Epsilon Greedy,4,2.2676968660236145,2538.54918479401,False
32,Epsilon Greedy,2,178.4994951532577,2717.048679947268,True
33,Epsilon Greedy,7,92.47307783282868,2809.5217577800963,False
34,Epsilon Greedy,2,179.22894215403238,2988.7506999341285,True
35,Epsilon Greedy,2,179.83804830220726,3168.588748236336,True
36,Epsilon Greedy,7,90.77920115307863,3259.3679493894147,False
37,Epsilon Greedy,3,164.29619673513787,3423.6641461245526,False
38,Epsilon Greedy,4,2.7086831479067204,3426.3728292724595,False
39,Epsilon Greedy,3,166.11313960574174,3592.485968878201,False
40,Epsilon Greedy,3,163.72305204332457,3756.2090209215257,False
41,Epsilon Greedy,2,179.61584886605576,3935.8248697875815,True
42,Epsilon Greedy,2,179.31901170938553,4115.143881496967,True
43,Epsilon Greedy,0,54.57800074256476,4169.721882239532,False
44,Epsilon Greedy,2,180.14391119488585,4349.865793434417,True
45,Epsilon Greedy,2,180.8473875949692,4530.713181029387,True
46,Epsilon Greedy,2,179.20076325880888,4709.913944288196,True
47,Epsilon Greedy,1,10.322082292504392,4720.2360265807,False
48,Epsilon Greedy,2,180.0409856671355,4900.277012247836,True
49,Epsilon Greedy,6,143.47092428789438,5043.74793653573,False
50,Epsilon Greedy,7,93.04495364368498,5136.792890179416,False
51,Epsilon Greedy,1,12.364086355603918,5149.15697653502,False
52,Epsilon Greedy,7,92.61439890372299,5241.771375438742,False
53,Epsilon Greedy,8,134.98706549947082,5376.758440938213,False
54,Epsilon Greedy,3,165.62631401679369,5542.384754955007,False
55,Epsilon Greedy,2,178.92657736302775,5721.311332318035,True
56,Epsilon Greedy,7,92.20406057398537,5813.515392892021,False
57,Epsilon Greedy,5,64.8093674373289,5878.324760329349,False
58,Epsilon Greedy,8,134.38861851684285,6012.713378846192,False
59,Epsilon Greedy,2,179.471004391713,6192.184383237905,True
60,Epsilon Greedy,6,146.49347888368158,6338.677862121587,False
61,Epsilon Greedy,2,180.08545963191276,6518.7633217535,True
62,Epsilon Greedy,5,64.0141617927881,6582.777483546289,False
63,Epsilon Greedy,2,180.15131133194154,6762.92879487823,True
64,Epsilon Greedy,2,179.6812461044148,6942.610040982645,True
65,Epsilon Greedy,2,179.6913043427592,7122.301345325404,True
66,Epsilon Greedy,7,92.57505872888561,7214.87640405429,False
67,Epsilon Greedy,9,100.5718840563283,7315.448288110619,False
68,Epsilon Greedy,2,180.45278776961982,7495.901075880239,True
69,Epsilon Greedy,4,1.3786092204897906,7497.279685100729,False
70,Epsilon Greedy,1,11.643300350583969,7508.922985451312,False
71,Epsilon Greedy,2,179.7351713835501,7688.658156834863,True
72,Epsilon Greedy,9,102.37401496039834,7791.032171795261,False
73,Epsilon Greedy,4,1.1895245282546527,7792.221696323516,False
74,Epsilon Greedy,3,162.62258253221904,7954.844278855735,False
75,Epsilon Greedy,4,1.1794182726875393,7956.023697128422,False
76,Epsilon Greedy,3,165.56804241128864,8121.591739539711,False
77,Epsilon Greedy,9,101.25874290775418,8222.850482447466,False
78,Epsilon Greedy,2,179.5163452872134,8402.366827734679,True
79,Epsilon Greedy,5,62.635201474527776,8465.002029209207,False
80,Epsilon Greedy,2,179.53720512194934,8644.539234331156,True
81,Epsilon Greedy,2,178.32172323256347,8822.86095756372,True
82,Epsilon Greedy,0,53.20727845818915,8876.068236021909,False
83,Epsilon Greedy,9,101.87529912533171,8977.94353514724,False
84,Epsilon Greedy,9,102.84605700202238,9080.789592149262,False
85,Epsilon Greedy,9,101.20241712679305,9181.992009276055,False
86,Epsilon Greedy,7,91.53984340191748,9273.531852677972,False
87,Epsilon Greedy,9,100.74855288588212,9374.280405563853,False
88,Epsilon Greedy,2,179.77776135448596,9554.05816691834,True
89,Epsilon Greedy,2,179.3649672351102,9733.423134153449,True
90,Epsilon Greedy,2,178.58221296057513,9912.005347114024,True
91,Epsilon Greedy,2,176.9276267422644,10088.932973856288,True
92,Epsilon Greedy,4,0.8796828476651597,10089.812656703953,False
93,Epsilon Greedy,2,179.4665908673661,10269.27924757132,True
94,Epsilon Greedy,6,146.98429885971956,10416.263546431039,False
95,Epsilon Greedy,8,134.82785528892123,10551.09140171996,False
96,Epsilon Greedy,2,179.93517386992033,10731.02657558988,True
97,Epsilon Greedy,8,133.39735918747843,10864.423934777358,False
98,Epsilon Greedy,4,2.695072001097781,10867.119006778456,False
99,Epsilon Greedy,4,2.0524376290038946,10869.171444407459,False
100,Epsilon Greedy,2,178.68949834920105,11047.860942756659,True
101,Epsilon Greedy,2,178.85243499036304,11226.713377747023,True
102,Epsilon Greedy,7,93.0758188308412,11319.789196577864,False
103,Epsilon Greedy,8,134.39047156172992,11454.179668139594,False
104,Epsilon Greedy,3,165.56510681756362,11619.744774957157,False
105,Epsilon Greedy,6,148.04920965581832,11767.793984612976,False
106,Epsilon Greedy,2,178.8232748680074,11946.617259480983,True
107,Epsilon Greedy,2,180.1442925827458,12126.761552063728,True
108,Epsilon Greedy,9,100.8345185945923,12227.596070658321,False
109,Epsilon Greedy,9,100.62047923291024,12328.21654989123,False
110,Epsilon Greedy,3,166.07284884301842,12494.289398734249,False
111,Epsilon Greedy,2,178.3099280737918,12672.59932680804,True
112,Epsilon Greedy,6,144.66675716665745,12817.266083974697,False
113,Epsilon Greedy,2,179.3300181721753,12996.596102146872,True
114,Epsilon Greedy,2,180.1134581340902,13176.709560280962,True
115,Epsilon Greedy,9,103.70237964411716,13280.41193992508,False
116,Epsilon Greedy,2,177.88308464925154,13458.29502457433,True
117,Epsilon Greedy,3,163.50212936691224,13621.797153941243,False
118,Epsilon Greedy,2,179.32536024264414,13801.122514183888,True
119,Epsilon Greedy,2,179.43285706044193,13980.555371244329,True
120,Epsilon Greedy,5,63.20851028500629,14043.763881529336,False
121,Epsilon Greedy,2,178.4827461472213,14222.246627676557,True
122,Epsilon Greedy,2,179.95132945452056,14402.197957131079,True
123,Epsilon Greedy,8,134.1039896468485,14536.301946777927,False
124,Epsilon Greedy,8,135.59425917901413,14671.89620595694,False
125,Epsilon Greedy,2,181.62234606372124,14853.518552020661,True
126,Epsilon Greedy,6,146.59142146494594,15000.109973485607,False
127,Epsilon Greedy,1,11.150658289475414,15011.260631775083,False
128,Epsilon Greedy,7,92.30713732619334,15103.567769101277,False
129,Epsilon Greedy,2,179.48649646076194,15283.05426556204,True
130,Epsilon Greedy,2,178.53095877733062,15461.58522433937,True
131,Epsilon Greedy,8,135.37249849171135,15596.95772283108,False
132,Epsilon Greedy,9,102.55682123746632,15699.514544068546,False
133,Epsilon Greedy,2,179.61648823142266,15879.131032299969,True
134,Epsilon Greedy,2,178.1696441673938,16057.300676467363,True
135,Epsilon Greedy,5,63.32952783108722,16120.63020429845,False
136,Epsilon Greedy,7,91.35397633765884,16211.98418063611,False
137,Epsilon Greedy,7,93.7329637954399,16305.71714443155,False
138,Epsilon Greedy,4,1.0745723153904136,16306.79171674694,False
139,Epsilon Greedy,2,180.3145683050338,16487.106285051974,True
140,Epsilon Greedy,8,134.6940792773428,16621.800364329316,False
141,Epsilon Greedy,2,179.46328874842132,16801.263653077738,True
142,Epsilon Greedy,0,52.035665433948324,16853.299318511687,False
143,Epsilon Greedy,4,0.8903409535073713,16854.189659465195,False
144,Epsilon Greedy,6,146.07648621364976,17000.266145678845,False
145,Epsilon Greedy,2,179.8314891549592,17180.097634833804,True
146,Epsilon Greedy,6,146.55479926075316,17326.652434094558,False
147,Epsilon Greedy,9,101.12354775496695,17427.775981849525,False
148,Epsilon Greedy,7,93.55397564178439,17521.32995749131,False
149,Epsilon Greedy,8,133.82647936949715,17655.15643686081,False
